Ignoring roster for [Chungnam] in competition [2018 KeG Championship] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Play Córdoba Generation Cup 23-24/Online Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Play Córdoba Generation Cup 23-24/Online Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Play Córdoba Generation Cup 23-24/Online Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Play Córdoba Generation Cup 23-24/Online Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Play Córdoba Generation Cup 23-24/Online Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Play Córdoba Generation Cup 23-24/Online Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Playground MENA/2023 Season/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Playground MENA/2023 Season/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Playground MENA/2023 Season/Season 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Playground MENA/2023 Season/Season 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Playground MENA/2023 Season/Season 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Playground MENA/2023 Season/Season 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Playground MENA/2023 Season/Season 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Playground MENA/2023 Season/Season 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Team Kaio] in competition [POST eSports League/2020 Season/Group Stage] as RL and R not equal: ['Sefjo', 'Celatyk', 'Exil', 'OwOUwU'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [POST eSports League/2020 Season/Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [POST eSports League/2020 Season/Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [POST eSports League/2020 Season/Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [POST eSports League/2020 Season/Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Nocturnal E-Sports] in competition [POST Esports Masters/2021 Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Team Game Changer] in competition [POST Esports Masters/2021 Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [GamerLegion] in competition [Premier Tour/2019 Season/Winter Cup/1v1 Tournament] as RL and R not equal: Fl4mer | Mid
Ignoring roster for [mYinsanity] in competition [Premier Tour/2019 Season/Winter Cup/1v1 Tournament] as RL and R not equal: GoldenGod | Mid
Ignoring roster for [PENTA 1860] in competition [Premier Tour/2019 Season/Winter Cup/1v1 Tournament] as RL and R not equal: D3RK1NG155 | Mid
Ignoring roster for [Unicorns of Love Sexy Edition] in competition [Premier Tour/2019 Season/Winter Cup/1v1 Tournament] as RL and R not equal: Lvsyan | Mid
Ignoring roster for [PENTA 1860] in competition [Prime League 1st Division/2023 Season/Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 1st Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 1st Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 1st Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 1st Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 1st Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 1st Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Wacker Gaming] in competition [Prime League 3rd Division/2022 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [DIVIZON] in competition [Prime League 3rd Division/2023 Season/Spring Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Promotion 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Promotion 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Promotion 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Promotion 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Prime League 3rd Division/2024 Season/Spring Promotion 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [BRIGATA SUPREMAZIA 2] in competition [QLASH Amateur Showdown/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Underdogs] in competition [QLASH Amateur Showdown/Spring Season/Tier B] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Rising Constellation E-sports Cosmic Owls] in competition [QLASH Amateur Showdown/Spring Season/Tier B] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Coffe-E-Sports Academy] in competition [QLASH Amateur Showdown/Spring Season/Tier C] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [HAMMER Esports] in competition [QLASH Amateur Showdown/Spring Season/Tier C] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [LOGOS] in competition [QLASH Amateur Showdown/Spring Season/Tier C] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Iron Guard] in competition [QLASH Amateur Showdown/Spring Season/Tier C] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Phoenix] in competition [QLASH Amateur Showdown/Spring Season/Tier C] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [RCE BlackholePanda] in competition [QLASH Amateur Showdown/Spring Season/Tier C] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Crownings Esports] in competition [QLASH Amateur Showdown/Spring Season/Tier D] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Freettata] in competition [QLASH Amateur Showdown/Spring Season/Tier D] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Kogito Ergo Krug] in competition [QLASH Amateur Showdown/Spring Season/Tier D] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Orpo Team Aqua] in competition [QLASH Amateur Showdown/Spring Season/Tier D] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Oxygen] in competition [QLASH Amateur Showdown/Spring Season/Tier D] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Team Quasi Serio] in competition [QLASH Amateur Showdown/Spring Season/Tier D] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [BIG HALL OF FLAME] in competition [QLASH Amateur Showdown/Summer Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [BIG Kill For Noxus] in competition [QLASH Amateur Showdown/Summer Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [eBIG] in competition [QLASH Amateur Showdown/Summer Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Gecko] in competition [QLASH Amateur Showdown/Summer Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Minions] in competition [QLASH Amateur Showdown/Summer Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Sirio] in competition [QLASH Amateur Showdown/Summer Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Stargaze] in competition [QLASH Amateur Showdown/Summer Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TEMPLARS] in competition [QLASH Amateur Showdown/Summer Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Black Panthers eSports] in competition [QLASH Amateur Showdown/Summer Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Nativs Esport] in competition [QLASH Amateur Showdown/Summer Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Omniphobix eSports] in competition [QLASH Amateur Showdown/Summer Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [RCE SupernovaFoxes] in competition [QLASH Amateur Showdown/Summer Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Taverna Crew] in competition [QLASH Amateur Showdown/Summer Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TEMPLARS] in competition [QLASH Amateur Showdown/Summer Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [BIG HALL OF FLAME] in competition [QLASH Amateur Showdown/Summer Season/Tier B] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [BIG Kill for Noxus] in competition [QLASH Amateur Showdown/Summer Season/Tier B] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [D20EVENTIBLUE] in competition [QLASH Amateur Showdown/Summer Season/Tier B] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gazestar] in competition [QLASH Amateur Showdown/Summer Season/Tier B] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Sirio] in competition [QLASH Amateur Showdown/Summer Season/Tier B] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [rentless] in competition [QLASH Amateur Showdown/Summer Season/Tier B] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Earth Revolution Gaming] in competition [QLASH Amateur Showdown/Winter Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Banane delle castom] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [BSE Lose Condition] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Dex Aie] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Glacier Eater Esports] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hooded] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Looking for Waifu] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Omniphobix eSports] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Anime Team] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Clover] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [QLASH Phoenix] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Speedwagon] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Spiritus Sancti Esports] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Traumi di Guerra] in competition [QLASH Amateur Showdown/Winter Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Manguste eSports] in competition [Red Bull Factions/2019 Season/Main Event/Tower 5] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hydra Gaming Squad A] in competition [Red Bull ProSeed 2020] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hydra Gaming Squad A] in competition [Red Bull ProSeed 2020/EUNE Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Alt Ctrl Defeat] in competition [Red Bull ProSeed 2021] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Dawn Gaming] in competition [Red Bull ProSeed 2021] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Rush (Egyptian Team)] in competition [Red Bull ProSeed 2021] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Synergy Dogs] in competition [Red Bull ProSeed 2021] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [The Dead Players] in competition [Red Bull ProSeed 2021] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Askndrya Ba7r] in competition [Red Bull ProSeed 2022] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [NextGeneration Esports] in competition [Red Bull ProSeed 2022] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Ronins] in competition [Red Bull ProSeed 2022] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Spicy chicken wings] in competition [Red Bull ProSeed 2022] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [DAAAAAA BHEEEEEE] in competition [Red Bull ProSeed 2023] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Draft Diff] in competition [Red Bull ProSeed 2023] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Rampage esports] in competition [Red Bull ProSeed 2023] as RL and R not equal: ['Blonski', 'Happymoe', 'Sakka', 'no prio adc', 'NNh3', 'DBZ0'] | ['Top', 'Jungle', 'Mid', 'Bot']
Ignoring roster for [MÁ Gaming] in competition [Reykjavik International Games 2021] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Rafíþróttafélag Jötunn] in competition [Reykjavik International Games 2021] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Night Bringers] in competition [Rising Stars/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TOXICITY (MENA Team)] in competition [Rising Stars/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Alpha Conquerors] in competition [Road to Insomnia Egypt 2023/Qualifier 1] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Looking for NG] in competition [Road to Insomnia Egypt 2023/Qualifier 1] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [اولاد الحرش] in competition [Road to Insomnia Egypt 2023/Qualifier 1] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [عالم سمسم] in competition [Road to Insomnia Egypt 2023/Qualifier 1] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Cyborg Factory] in competition [RoG Masters/Season 4 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [eEriness] in competition [RoG Masters/Season 4 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Majestic Lions Red] in competition [RoG Masters/Season 4 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Cyborg Factory] in competition [RoG Masters/Season 5 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [eEriness] in competition [RoG Masters/Season 5 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [eSuba] in competition [RoG Masters/Season 5 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [nadeje cesky sceny] in competition [RoG Masters/Season 5 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Reapers (Czech Team)] in competition [RoG Masters/Season 5 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Cyber Gaming] in competition [RoG Masters/Season 6 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Majestic Lions] in competition [RoG Masters/Season 6 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [200Years] in competition [Romanian Esports League/Season 2 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Golden Age] in competition [Romanian Esports League/Season 2 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Last Shadows] in competition [Romanian Esports League/Season 2 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Never Give Up (Romanian Team)] in competition [Romanian Esports League/Season 2 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Tractoristii Ambitiosi] in competition [Romanian Esports League/Season 2 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Anubis Gaming] in competition [RUSH 2021] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Geekay Esports] in competition [RUSH 2021] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Team Big] in competition [RUSH 2022] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Team Big] in competition [RUSH 2022/Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Team Spoiled] in competition [RUSH 2022/Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [2Bro Esports] in competition [Sea Games 31/Vietnamese Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [AS Esports] in competition [Sea Games 31/Vietnamese Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [BARO GAMING] in competition [Sea Games 31/Vietnamese Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [LP Esport] in competition [Sea Games 31/Vietnamese Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [PHOENIX (Vietnamese Team)] in competition [Sea Games 31/Vietnamese Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Rebel (Vietnamese Team)] in competition [Sea Games 31/Vietnamese Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [ROY Esports] in competition [Sea Games 31/Vietnamese Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Superamos] in competition [SEA Tour/2018 Season/Summer Qualifiers/Indonesia/Qualifiers/Invitational Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [OverHeat (Malaysian Team)] in competition [SEA Tour/2018 Season/Summer Qualifiers/Malaysia] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Washed Up Plebs] in competition [SEA Tour/2018 Season/Summer Qualifiers/Malaysia] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Ethereal] in competition [SEA Tour/2018 Season/Summer Qualifiers/Singapore] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Run Down Mid] in competition [SEA Tour/2018 Season/Summer Qualifiers/Thailand/Qualifiers/Online Qualifiers] as RL and R not equal: ['Fahrens', 'Bellbee', 'ancafe', 'MART1N', 'KnomTom', 'BhungBhung'] | 
Ignoring roster for [Run Down Mid] in competition [SEA Tour/2018 Season/Summer Qualifiers/Thailand/Qualifiers/Online Qualifiers] as RL and R not equal: ['Fahrens', 'Bellbee', 'ancafe', 'MART1N', 'KnomTom', 'BhungBhung'] | 
Ignoring roster for [Shadow wing] in competition [SEA Tour/2018 Season/Summer Qualifiers/Thailand/Qualifiers/Online Qualifiers] as RL and R not equal: ['Undertaker', 'Roberto Carlos', 'Maeo Due', 'Pixie Love', 'Luneth', 'Ronaldo (Thai Player)'] | 
Ignoring roster for [Udonpit hua yuK] in competition [SEA Tour/2018 Season/Summer Qualifiers/Thailand/Qualifiers/Online Qualifiers] as RL and R not equal: ['NAMFUK', 'Moshi210', 'NINJANINNA', 'DOQ', 'Gru Kod Seng', 'Eimmaj'] | 
Ignoring roster for [Absolute Legends] in competition [Season 1 World Championship/Qualifiers/Europe] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [against All authority] in competition [Season 1 World Championship/Qualifiers/Europe] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [myRevenge] in competition [Season 1 World Championship/Qualifiers/Europe] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Defy All Odds] in competition [Season 1 World Championship/Qualifiers/North America] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [OGODBEARS] in competition [Season 1 World Championship/Qualifiers/North America] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [CGA LEGENDs] in competition [Season 3 Taiwan Regional Finals/Hong Kong Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hong Kong Attitude] in competition [Season 3 Taiwan Regional Finals/Hong Kong Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TP eSports Freljord] in competition [Shaker Cup 2021/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Brez pene] in competition [Slovensko Državno Prvenstvo 2022] as RL and R not equal: ['Annadox', 'CatboyAndraz', 'Santa Hoovy', 'OneEyeJackie', 'pancuhh'] | 
